"indic_de","unit","geo","time","values"
"PC_Y60_MAX","PC","DEF0",2018,29.2
"PC_Y65_MAX","PC","DEF0",2018,22.9
"OLDDEP1","PC","DEG",2017,39.5
"OLDDEP2","PC","DEG",2017,64.4
"PC_FM","PC","DEG",2017,102.1
"PC_Y60_MAX","PC","DEG",2017,32.8
"PC_Y65_MAX","PC","DEG",2017,24.8
"OLDDEP1","PC","DEG",2018,40.6
"OLDDEP2","PC","DEG",2018,66.1
"PC_FM","PC","DEG",2018,102
"PC_Y60_MAX","PC","DEG",2018,33.2
"PC_Y65_MAX","PC","DEG",2018,25.3
"OLDDEP1","PC","DEG0",2017,39.5
"OLDDEP2","PC","DEG0",2017,64.4
"PC_FM","PC","DEG0",2017,102.1
"PC_Y60_MAX","PC","DEG0",2017,32.8
"PC_Y65_MAX","PC","DEG0",2017,24.8
"OLDDEP1","PC","DEG0",2018,40.6
"OLDDEP2","PC","DEG0",2018,66.1
"PC_FM","PC","DEG0",2018,102
"PC_Y60_MAX","PC","DEG0",2018,33.2
"PC_Y65_MAX","PC","DEG0",2018,25.3
"OLDDEP1","PC","DK",2017,29.7
"OLDDEP2","PC","DK",2017,47.8
"PC_FM","PC","DK",2017,101
"PC_Y60_MAX","PC","DK",2017,25
"PC_Y65_MAX","PC","DK",2017,19.1
"OLDDEP1","PC","DK",2018,30.1
"OLDDEP2","PC","DK",2018,48.3
"PC_FM","PC","DK",2018,101
"PC_Y60_MAX","PC","DK",2018,25.2
"PC_Y65_MAX","PC","DK",2018,19.3
"OLDDEP1","PC","DK0",2017,29.7
"OLDDEP2","PC","DK0",2017,47.8
"PC_FM","PC","DK0",2017,101
"PC_Y60_MAX","PC","DK0",2017,25
"PC_Y65_MAX","PC","DK0",2017,19.1
"OLDDEP1","PC","DK0",2018,30.1
"OLDDEP2","PC","DK0",2018,48.3
"PC_FM","PC","DK0",2018,101
"PC_Y60_MAX","PC","DK0",2018,25.2
"PC_Y65_MAX","PC","DK0",2018,19.3
"OLDDEP1","PC","DK01",2017,25.2
"OLDDEP2","PC","DK01",2017,39.1
"PC_FM","PC","DK01",2017,103.7
"PC_Y60_MAX","PC","DK01",2017,21.8
"PC_Y65_MAX","PC","DK01",2017,16.7
"OLDDEP1","PC","DK01",2018,25.4
"OLDDEP2","PC","DK01",2018,39.3
"PC_FM","PC","DK01",2018,103.8
"PC_Y60_MAX","PC","DK01",2018,21.9
"PC_Y65_MAX","PC","DK01",2018,16.8
"OLDDEP1","PC","DK02",2017,35.2
"OLDDEP2","PC","DK02",2017,57.9
"PC_FM","PC","DK02",2017,100.7
"PC_Y60_MAX","PC","DK02",2017,28.3
"PC_Y65_MAX","PC","DK02",2017,21.8
"OLDDEP1","PC","DK02",2018,35.9
"OLDDEP2","PC","DK02",2018,58.9
"PC_FM","PC","DK02",2018,100.7
"PC_Y60_MAX","PC","DK02",2018,28.7
"PC_Y65_MAX","PC","DK02",2018,22.2
"OLDDEP1","PC","DK03",2017,32.6
"OLDDEP2","PC","DK03",2017,53.7
"PC_FM","PC","DK03",2017,100.1
"PC_Y60_MAX","PC","DK03",2017,26.9
"PC_Y65_MAX","PC","DK03",2017,20.5
"OLDDEP1","PC","DK03",2018,33.2
"OLDDEP2","PC","DK03",2018,54.5
"PC_FM","PC","DK03",2018,100
"PC_Y60_MAX","PC","DK03",2018,27.2
"PC_Y65_MAX","PC","DK03",2018,20.8
"OLDDEP1","PC","DK04",2017,28.6
"OLDDEP2","PC","DK04",2017,46.9
"PC_FM","PC","DK04",2017,99.7
"PC_Y60_MAX","PC","DK04",2017,24.4
"PC_Y65_MAX","PC","DK04",2017,18.4
"OLDDEP1","PC","DK04",2018,29.1
"OLDDEP2","PC","DK04",2018,47.4
"PC_FM","PC","DK04",2018,99.7
"PC_Y60_MAX","PC","DK04",2018,24.6
"PC_Y65_MAX","PC","DK04",2018,18.7
"OLDDEP1","PC","DK05",2017,32.7
"OLDDEP2","PC","DK05",2017,53.3
"PC_FM","PC","DK05",2017,98
"PC_Y60_MAX","PC","DK05",2017,27.1
"PC_Y65_MAX","PC","DK05",2017,20.7
"OLDDEP1","PC","DK05",2018,33.4
"OLDDEP2","PC","DK05",2018,54.2
"PC_FM","PC","DK05",2018,97.9
"PC_Y60_MAX","PC","DK05",2018,27.5
"PC_Y65_MAX","PC","DK05",2018,21.1
"OLDDEP1","PC","EE",2017,30
"OLDDEP2","PC","EE",2017,48
"PC_FM","PC","EE",2017,113
"PC_Y60_MAX","PC","EE",2017,25.7
"PC_Y65_MAX","PC","EE",2017,19.3
"OLDDEP1","PC","EE",2018,30.6
"OLDDEP2","PC","EE",2018,48.8
"PC_FM","PC","EE",2018,112.4
"PC_Y60_MAX","PC","EE",2018,26
"PC_Y65_MAX","PC","EE",2018,19.6
"OLDDEP1","PC","EE0",2017,30
"OLDDEP2","PC","EE0",2017,48
"PC_FM","PC","EE0",2017,113
"PC_Y60_MAX","PC","EE0",2017,25.7
"PC_Y65_MAX","PC","EE0",2017,19.3
"OLDDEP1","PC","EE0",2018,30.6
"OLDDEP2","PC","EE0",2018,48.8
"PC_FM","PC","EE0",2018,112.4
"PC_Y60_MAX","PC","EE0",2018,26
"PC_Y65_MAX","PC","EE0",2018,19.6
"OLDDEP1","PC","EE00",2017,30
"OLDDEP2","PC","EE00",2017,48
"PC_FM","PC","EE00",2017,113
"PC_Y60_MAX","PC","EE00",2017,25.7
"PC_Y65_MAX","PC","EE00",2017,19.3
"OLDDEP1","PC","EE00",2018,30.6
"OLDDEP2","PC","EE00",2018,48.8
"PC_FM","PC","EE00",2018,112.4
"PC_Y60_MAX","PC","EE00",2018,26
"PC_Y65_MAX","PC","EE00",2018,19.6
"OLDDEP1","PC","EL",2017,33.6
"OLDDEP2","PC","EL",2017,52.1
"PC_FM","PC","EL",2017,106.2
"PC_Y60_MAX","PC","EL",2017,27.6
"PC_Y65_MAX","PC","EL",2017,21.5
"OLDDEP1","PC","EL",2018,34.1
"OLDDEP2","PC","EL",2018,53.1
"PC_FM","PC","EL",2018,106.2
"PC_Y60_MAX","PC","EL",2018,27.9
"PC_Y65_MAX","PC","EL",2018,21.8
"OLDDEP1","PC","EL3",2017,30.7
"OLDDEP2","PC","EL3",2017,47.8
"PC_FM","PC","EL3",2017,110.7
"PC_Y60_MAX","PC","EL3",2017,26.2
"PC_Y65_MAX","PC","EL3",2017,20.2
"OLDDEP1","PC","EL3",2018,31.4
"OLDDEP2","PC","EL3",2018,48.8
"PC_FM","PC","EL3",2018,110.8
"PC_Y60_MAX","PC","EL3",2018,26.5
"PC_Y65_MAX","PC","EL3",2018,20.4
"OLDDEP1","PC","EL30",2017,30.7
"OLDDEP2","PC","EL30",2017,47.8
"PC_FM","PC","EL30",2017,110.7
"PC_Y60_MAX","PC","EL30",2017,26.2
"PC_Y65_MAX","PC","EL30",2017,20.2
"OLDDEP1","PC","EL30",2018,31.4
"OLDDEP2","PC","EL30",2018,48.8
"PC_FM","PC","EL30",2018,110.8
"PC_Y60_MAX","PC","EL30",2018,26.5
"PC_Y65_MAX","PC","EL30",2018,20.4
"OLDDEP1","PC","EL4",2017,30
"OLDDEP2","PC","EL4",2017,46.2
"PC_FM","PC","EL4",2017,102.3
"PC_Y60_MAX","PC","EL4",2017,24.8
"PC_Y65_MAX","PC","EL4",2017,19.3
"OLDDEP1","PC","EL4",2018,30.2
"OLDDEP2","PC","EL4",2018,46.6
"PC_FM","PC","EL4",2018,102
"PC_Y60_MAX","PC","EL4",2018,24.9
"PC_Y65_MAX","PC","EL4",2018,19.4
"OLDDEP1","PC","EL41",2017,36.4
"OLDDEP2","PC","EL41",2017,54.5
"PC_FM","PC","EL41",2017,95.8
"PC_Y60_MAX","PC","EL41",2017,28.2
"PC_Y65_MAX","PC","EL41",2017,22.7
"OLDDEP1","PC","EL41",2018,35.3
"OLDDEP2","PC","EL41",2018,53.1
"PC_FM","PC","EL41",2018,93.9
"PC_Y60_MAX","PC","EL41",2018,27.5
"PC_Y65_MAX","PC","EL41",2018,22.1
"OLDDEP1","PC","EL42",2017,27.2
"OLDDEP2","PC","EL42",2017,43.1
"PC_FM","PC","EL42",2017,101.7
"PC_Y60_MAX","PC","EL42",2017,23.5
"PC_Y65_MAX","PC","EL42",2017,17.8
"OLDDEP1","PC","EL42",2018,27.8
"OLDDEP2","PC","EL42",2018,44
"PC_FM","PC","EL42",2018,101.6
"PC_Y60_MAX","PC","EL42",2018,23.8
"PC_Y65_MAX","PC","EL42",2018,18.1
"OLDDEP1","PC","EL43",2017,29.5
"OLDDEP2","PC","EL43",2017,45.4
"PC_FM","PC","EL43",2017,104.9
"PC_Y60_MAX","PC","EL43",2017,24.4
"PC_Y65_MAX","PC","EL43",2017,19
"OLDDEP1","PC","EL43",2018,29.8
"OLDDEP2","PC","EL43",2018,46
"PC_FM","PC","EL43",2018,105
"PC_Y60_MAX","PC","EL43",2018,24.6
"PC_Y65_MAX","PC","EL43",2018,19.2
"OLDDEP1","PC","EL5",2017,35.7
"OLDDEP2","PC","EL5",2017,55.4
"PC_FM","PC","EL5",2017,105.9
"PC_Y60_MAX","PC","EL5",2017,28.7
"PC_Y65_MAX","PC","EL5",2017,22.6
"OLDDEP1","PC","EL5",2018,36.2
"OLDDEP2","PC","EL5",2018,56.4
"PC_FM","PC","EL5",2018,105.8
"PC_Y60_MAX","PC","EL5",2018,29.1
"PC_Y65_MAX","PC","EL5",2018,22.8
"OLDDEP1","PC","EL51",2017,35.9
"OLDDEP2","PC","EL51",2017,55.6
"PC_FM","PC","EL51",2017,101.9
"PC_Y60_MAX","PC","EL51",2017,28.8
"PC_Y65_MAX","PC","EL51",2017,22.7
"OLDDEP1","PC","EL51",2018,36.3
"OLDDEP2","PC","EL51",2018,56.3
"PC_FM","PC","EL51",2018,101.6
"PC_Y60_MAX","PC","EL51",2018,29.1
"PC_Y65_MAX","PC","EL51",2018,22.9
"OLDDEP1","PC","EL52",2017,34.2
"OLDDEP2","PC","EL52",2017,53
"PC_FM","PC","EL52",2017,108
"PC_Y60_MAX","PC","EL52",2017,27.8
"PC_Y65_MAX","PC","EL52",2017,21.8
"OLDDEP1","PC","EL52",2018,34.6
"OLDDEP2","PC","EL52",2018,53.9
"PC_FM","PC","EL52",2018,107.8
"PC_Y60_MAX","PC","EL52",2018,28.2
"PC_Y65_MAX","PC","EL52",2018,22
"OLDDEP1","PC","EL53",2017,36.9
"OLDDEP2","PC","EL53",2017,58.4
"PC_FM","PC","EL53",2017,103.1
"PC_Y60_MAX","PC","EL53",2017,29.8
"PC_Y65_MAX","PC","EL53",2017,23.3
"OLDDEP1","PC","EL53",2018,37.5
"OLDDEP2","PC","EL53",2018,59.8
"PC_FM","PC","EL53",2018,103.3
"PC_Y60_MAX","PC","EL53",2018,30.3
"PC_Y65_MAX","PC","EL53",2018,23.6
"OLDDEP1","PC","EL54",2017,43.3
"OLDDEP2","PC","EL54",2017,67.2
"PC_FM","PC","EL54",2017,104.5
"PC_Y60_MAX","PC","EL54",2017,33
"PC_Y65_MAX","PC","EL54",2017,26.3
"OLDDEP1","PC","EL54",2018,44.1
"OLDDEP2","PC","EL54",2018,68.3
"PC_FM","PC","EL54",2018,104.3
"PC_Y60_MAX","PC","EL54",2018,33.4
"PC_Y65_MAX","PC","EL54",2018,26.6
"OLDDEP1","PC","EL6",2017,37.2
"OLDDEP2","PC","EL6",2017,57.5
"PC_FM","PC","EL6",2017,102.3
"PC_Y60_MAX","PC","EL6",2017,29.5
"PC_Y65_MAX","PC","EL6",2017,23.3
"OLDDEP1","PC","EL6",2018,37.6
"OLDDEP2","PC","EL6",2018,58.4
"PC_FM","PC","EL6",2018,102.3
"PC_Y60_MAX","PC","EL6",2018,29.8
"PC_Y65_MAX","PC","EL6",2018,23.5
"OLDDEP1","PC","EL61",2017,38.8
"OLDDEP2","PC","EL61",2017,59.9
"PC_FM","PC","EL61",2017,104.7
"PC_Y60_MAX","PC","EL61",2017,30.3
"PC_Y65_MAX","PC","EL61",2017,24
"OLDDEP1","PC","EL61",2018,39.4
"OLDDEP2","PC","EL61",2018,60.9
"PC_FM","PC","EL61",2018,104.8
"PC_Y60_MAX","PC","EL61",2018,30.7
"PC_Y65_MAX","PC","EL61",2018,24.3
"OLDDEP1","PC","EL62",2017,35.8
"OLDDEP2","PC","EL62",2017,55.9
"PC_FM","PC","EL62",2017,103.6
"PC_Y60_MAX","PC","EL62",2017,29
"PC_Y65_MAX","PC","EL62",2017,22.5
"OLDDEP1","PC","EL62",2018,36.3
"OLDDEP2","PC","EL62",2018,57.1
"PC_FM","PC","EL62",2018,103.6
"PC_Y60_MAX","PC","EL62",2018,29.4
"PC_Y65_MAX","PC","EL62",2018,22.8
"OLDDEP1","PC","EL63",2017,34.1
"OLDDEP2","PC","EL63",2017,53.4
"PC_FM","PC","EL63",2017,102.5
"PC_Y60_MAX","PC","EL63",2017,27.9
"PC_Y65_MAX","PC","EL63",2017,21.8
"OLDDEP1","PC","EL63",2018,34.7
"OLDDEP2","PC","EL63",2018,54.4
"PC_FM","PC","EL63",2018,102.5
"PC_Y60_MAX","PC","EL63",2018,28.3
"PC_Y65_MAX","PC","EL63",2018,22.1
"OLDDEP1","PC","EL64",2017,37.2
"OLDDEP2","PC","EL64",2017,56.8
"PC_FM","PC","EL64",2017,100.4
"PC_Y60_MAX","PC","EL64",2017,29.3
"PC_Y65_MAX","PC","EL64",2017,23.3
"OLDDEP1","PC","EL64",2018,37.3
"OLDDEP2","PC","EL64",2018,57.4
"PC_FM","PC","EL64",2018,100.2
"PC_Y60_MAX","PC","EL64",2018,29.5
"PC_Y65_MAX","PC","EL64",2018,23.4
"OLDDEP1","PC","EL65",2017,39
"OLDDEP2","PC","EL65",2017,60.5
"PC_FM","PC","EL65",2017,100.5
"PC_Y60_MAX","PC","EL65",2017,30.7
"PC_Y65_MAX","PC","EL65",2017,24.2
"OLDDEP1","PC","EL65",2018,39.6
"OLDDEP2","PC","EL65",2018,61.6
"PC_FM","PC","EL65",2018,100.6
"PC_Y60_MAX","PC","EL65",2018,31.1
"PC_Y65_MAX","PC","EL65",2018,24.4
"OLDDEP1","PC","ES",2017,28.7
"OLDDEP2","PC","ES",2017,44.3
"PC_FM","PC","ES",2017,103.8
"PC_Y60_MAX","PC","ES",2017,24.6
"PC_Y65_MAX","PC","ES",2017,19
"OLDDEP1","PC","ES",2018,29.2
"OLDDEP2","PC","ES",2018,45.3
"PC_FM","PC","ES",2018,103.9
"PC_Y60_MAX","PC","ES",2018,25
"PC_Y65_MAX","PC","ES",2018,19.2
"OLDDEP1","PC","ES1",2017,37.8
"OLDDEP2","PC","ES1",2017,57.7
"PC_FM","PC","ES1",2017,107.2
"PC_Y60_MAX","PC","ES1",2017,30.8
"PC_Y65_MAX","PC","ES1",2017,24.1
"OLDDEP1","PC","ES1",2018,38.6
"OLDDEP2","PC","ES1",2018,59.2
"PC_FM","PC","ES1",2018,107.3
"PC_Y60_MAX","PC","ES1",2018,31.3
"PC_Y65_MAX","PC","ES1",2018,24.5
"OLDDEP1","PC","ES11",2017,38.7
"OLDDEP2","PC","ES11",2017,58.2
"PC_FM","PC","ES11",2017,107
"PC_Y60_MAX","PC","ES11",2017,31
"PC_Y65_MAX","PC","ES11",2017,24.6
"OLDDEP1","PC","ES11",2018,39.4
"OLDDEP2","PC","ES11",2018,59.6
"PC_FM","PC","ES11",2018,107.1
"PC_Y60_MAX","PC","ES11",2018,31.4
"PC_Y65_MAX","PC","ES11",2018,24.9
"OLDDEP1","PC","ES12",2017,38.6
"OLDDEP2","PC","ES12",2017,60.2
"PC_FM","PC","ES12",2017,109.1
"PC_Y60_MAX","PC","ES12",2017,32.1
"PC_Y65_MAX","PC","ES12",2017,24.8
"OLDDEP1","PC","ES12",2018,39.5
"OLDDEP2","PC","ES12",2018,62.2
"PC_FM","PC","ES12",2018,109.2
"PC_Y60_MAX","PC","ES12",2018,32.7
"PC_Y65_MAX","PC","ES12",2018,25.2
"OLDDEP1","PC","ES13",2017,32.3
"OLDDEP2","PC","ES13",2017,50.6
"PC_FM","PC","ES13",2017,104.8
"PC_Y60_MAX","PC","ES13",2017,27.7
"PC_Y65_MAX","PC","ES13",2017,21.1
"OLDDEP1","PC","ES13",2018,33.1
"OLDDEP2","PC","ES13",2018,52.5
"PC_FM","PC","ES13",2018,105
"PC_Y60_MAX","PC","ES13",2018,28.3
"PC_Y65_MAX","PC","ES13",2018,21.5
"OLDDEP1","PC","ES2",2017,33.3
"OLDDEP2","PC","ES2",2017,51.3
"PC_FM","PC","ES2",2017,104.3
"PC_Y60_MAX","PC","ES2",2017,27.5
"PC_Y65_MAX","PC","ES2",2017,21.3
"OLDDEP1","PC","ES2",2018,33.8
"OLDDEP2","PC","ES2",2018,52.6
"PC_FM","PC","ES2",2018,104.4
"PC_Y60_MAX","PC","ES2",2018,27.9
"PC_Y65_MAX","PC","ES2",2018,21.6
"OLDDEP1","PC","ES21",2017,34.5
"OLDDEP2","PC","ES21",2017,53.6
"PC_FM","PC","ES21",2017,106.4
"PC_Y60_MAX","PC","ES21",2017,28.4
"PC_Y65_MAX","PC","ES21",2017,22
"OLDDEP1","PC","ES21",2018,35.2
"OLDDEP2","PC","ES21",2018,55.1
"PC_FM","PC","ES21",2018,106.6
"PC_Y60_MAX","PC","ES21",2018,28.9
"PC_Y65_MAX","PC","ES21",2018,22.3
"OLDDEP1","PC","ES22",2017,30.1
"OLDDEP2","PC","ES22",2017,46.6
"PC_FM","PC","ES22",2017,102
"PC_Y60_MAX","PC","ES22",2017,25.2
"PC_Y65_MAX","PC","ES22",2017,19.5
"OLDDEP1","PC","ES22",2018,30.5
"OLDDEP2","PC","ES22",2018,47.6
"PC_FM","PC","ES22",2018,102.3
"PC_Y60_MAX","PC","ES22",2018,25.5
"PC_Y65_MAX","PC","ES22",2018,19.7
"OLDDEP1","PC","ES23",2017,31.9
"OLDDEP2","PC","ES23",2017,49
"PC_FM","PC","ES23",2017,102.6
"PC_Y60_MAX","PC","ES23",2017,26.5
"PC_Y65_MAX","PC","ES23",2017,20.6
"OLDDEP1","PC","ES23",2018,32.4
"OLDDEP2","PC","ES23",2018,50.4
"PC_FM","PC","ES23",2018,102.6
"PC_Y60_MAX","PC","ES23",2018,27
"PC_Y65_MAX","PC","ES23",2018,20.9
"OLDDEP1","PC","ES24",2017,33.1
"OLDDEP2","PC","ES24",2017,50.5
"PC_FM","PC","ES24",2017,102.2
"PC_Y60_MAX","PC","ES24",2017,27.3
"PC_Y65_MAX","PC","ES24",2017,21.3
"OLDDEP1","PC","ES24",2018,33.6
"OLDDEP2","PC","ES24",2018,51.7
"PC_FM","PC","ES24",2018,102.4
"PC_Y60_MAX","PC","ES24",2018,27.7
"PC_Y65_MAX","PC","ES24",2018,21.6
"OLDDEP1","PC","ES3",2017,26.2
"OLDDEP2","PC","ES3",2017,40.3
"PC_FM","PC","ES3",2017,108.3
"PC_Y60_MAX","PC","ES3",2017,22.8
"PC_Y65_MAX","PC","ES3",2017,17.5
"OLDDEP1","PC","ES3",2018,26.6
"OLDDEP2","PC","ES3",2018,41.1
"PC_FM","PC","ES3",2018,108.4
"PC_Y60_MAX","PC","ES3",2018,23.2
"PC_Y65_MAX","PC","ES3",2018,17.7
"OLDDEP1","PC","ES30",2017,26.2
"OLDDEP2","PC","ES30",2017,40.3
"PC_FM","PC","ES30",2017,108.3
"PC_Y60_MAX","PC","ES30",2017,22.8
"PC_Y65_MAX","PC","ES30",2017,17.5
"OLDDEP1","PC","ES30",2018,26.6
"OLDDEP2","PC","ES30",2018,41.1
"PC_FM","PC","ES30",2018,108.4
"PC_Y60_MAX","PC","ES30",2018,23.2
"PC_Y65_MAX","PC","ES30",2018,17.7
"OLDDEP1","PC","ES4",2017,33.2
"OLDDEP2","PC","ES4",2017,50.4
"PC_FM","PC","ES4",2017,100.9
"PC_Y60_MAX","PC","ES4",2017,27.4
"PC_Y65_MAX","PC","ES4",2017,21.5
"OLDDEP1","PC","ES4",2018,33.7
"OLDDEP2","PC","ES4",2018,51.8
"PC_FM","PC","ES4",2018,101
"PC_Y60_MAX","PC","ES4",2018,27.9
"PC_Y65_MAX","PC","ES4",2018,21.8
"OLDDEP1","PC","ES41",2017,38.9
"OLDDEP2","PC","ES41",2017,59
"PC_FM","PC","ES41",2017,102.3
"PC_Y60_MAX","PC","ES41",2017,31.1
"PC_Y65_MAX","PC","ES41",2017,24.6
"OLDDEP1","PC","ES41",2018,39.6
"OLDDEP2","PC","ES41",2018,60.8
"PC_FM","PC","ES41",2018,102.5
"PC_Y60_MAX","PC","ES41",2018,31.7
"PC_Y65_MAX","PC","ES41",2018,24.9
"OLDDEP1","PC","ES42",2017,28.2
"OLDDEP2","PC","ES42",2017,42.6
"PC_FM","PC","ES42",2017,99.1
"PC_Y60_MAX","PC","ES42",2017,23.8
"PC_Y65_MAX","PC","ES42",2017,18.6
"OLDDEP1","PC","ES42",2018,28.6
"OLDDEP2","PC","ES42",2018,43.7
"PC_FM","PC","ES42",2018,99.2
"PC_Y60_MAX","PC","ES42",2018,24.2
"PC_Y65_MAX","PC","ES42",2018,18.8
"OLDDEP1","PC","ES43",2017,30.5
"OLDDEP2","PC","ES43",2017,46.6
"PC_FM","PC","ES43",2017,101.2
"PC_Y60_MAX","PC","ES43",2017,25.8
"PC_Y65_MAX","PC","ES43",2017,20.1
"OLDDEP1","PC","ES43",2018,31
"OLDDEP2","PC","ES43",2018,47.8
"PC_FM","PC","ES43",2018,101.3
"PC_Y60_MAX","PC","ES43",2018,26.2
"PC_Y65_MAX","PC","ES43",2018,20.4
"OLDDEP1","PC","ES5",2017,28.3
"OLDDEP2","PC","ES5",2017,43.8
"PC_FM","PC","ES5",2017,103.4
"PC_Y60_MAX","PC","ES5",2017,24.2
"PC_Y65_MAX","PC","ES5",2017,18.6
"OLDDEP1","PC","ES5",2018,28.7
"OLDDEP2","PC","ES5",2018,44.5
"PC_FM","PC","ES5",2018,103.6
"PC_Y60_MAX","PC","ES5",2018,24.5
"PC_Y65_MAX","PC","ES5",2018,18.8
"OLDDEP1","PC","ES51",2017,28.8
"OLDDEP2","PC","ES51",2017,44.5
"PC_FM","PC","ES51",2017,104.4
"PC_Y60_MAX","PC","ES51",2017,24.4
"PC_Y65_MAX","PC","ES51",2017,18.8
"OLDDEP1","PC","ES51",2018,29.1
"OLDDEP2","PC","ES51",2018,45.2
"PC_FM","PC","ES51",2018,104.6
"PC_Y60_MAX","PC","ES51",2018,24.7
"PC_Y65_MAX","PC","ES51",2018,19
"OLDDEP1","PC","ES52",2017,29
"OLDDEP2","PC","ES52",2017,44.8
"PC_FM","PC","ES52",2017,102.7
"PC_Y60_MAX","PC","ES52",2017,24.8
"PC_Y65_MAX","PC","ES52",2017,19.1
"OLDDEP1","PC","ES52",2018,29.4
"OLDDEP2","PC","ES52",2018,45.8
"PC_FM","PC","ES52",2018,102.9
"PC_Y60_MAX","PC","ES52",2018,25.1
"PC_Y65_MAX","PC","ES52",2018,19.3
"OLDDEP1","PC","ES53",2017,22.5
"OLDDEP2","PC","ES53",2017,35.2
"PC_FM","PC","ES53",2017,100.1
"PC_Y60_MAX","PC","ES53",2017,20.9
"PC_Y65_MAX","PC","ES53",2017,15.6
"OLDDEP1","PC","ES53",2018,22.7
"OLDDEP2","PC","ES53",2018,35.7
"PC_FM","PC","ES53",2018,100
"PC_Y60_MAX","PC","ES53",2018,21.1
"PC_Y65_MAX","PC","ES53",2018,15.7
"OLDDEP1","PC","ES6",2017,24.4
"OLDDEP2","PC","ES6",2017,38.3
"PC_FM","PC","ES6",2017,101.8
"PC_Y60_MAX","PC","ES6",2017,21.6
"PC_Y65_MAX","PC","ES6",2017,16.4
"OLDDEP1","PC","ES6",2018,24.8
"OLDDEP2","PC","ES6",2018,39.3
"PC_FM","PC","ES6",2018,102
"PC_Y60_MAX","PC","ES6",2018,22.1
"PC_Y65_MAX","PC","ES6",2018,16.6
"OLDDEP1","PC","ES61",2017,24.8
"OLDDEP2","PC","ES61",2017,38.9
"PC_FM","PC","ES61",2017,102.3
"PC_Y60_MAX","PC","ES61",2017,22
"PC_Y65_MAX","PC","ES61",2017,16.6
"OLDDEP1","PC","ES61",2018,25.2
"OLDDEP2","PC","ES61",2018,40
"PC_FM","PC","ES61",2018,102.5
"PC_Y60_MAX","PC","ES61",2018,22.5
"PC_Y65_MAX","PC","ES61",2018,16.9
"OLDDEP1","PC","ES62",2017,23.2
"OLDDEP2","PC","ES62",2017,35.9
"PC_FM","PC","ES62",2017,99.6
"PC_Y60_MAX","PC","ES62",2017,20.3
"PC_Y65_MAX","PC","ES62",2017,15.5
"OLDDEP1","PC","ES62",2018,23.3
"OLDDEP2","PC","ES62",2018,36.5
"PC_FM","PC","ES62",2018,99.8
"PC_Y60_MAX","PC","ES62",2018,20.6
"PC_Y65_MAX","PC","ES62",2018,15.6
"OLDDEP1","PC","ES63",2017,17
"OLDDEP2","PC","ES63",2017,28.9
"PC_FM","PC","ES63",2017,96.8
"PC_Y60_MAX","PC","ES63",2017,16.3
"PC_Y65_MAX","PC","ES63",2017,11.5
"OLDDEP1","PC","ES63",2018,17.3
"OLDDEP2","PC","ES63",2018,29.8
"PC_FM","PC","ES63",2018,96.9
"PC_Y60_MAX","PC","ES63",2018,16.7
"PC_Y65_MAX","PC","ES63",2018,11.7
"OLDDEP1","PC","ES64",2017,15.5
"OLDDEP2","PC","ES64",2017,27.2
"PC_FM","PC","ES64",2017,97.2
"PC_Y60_MAX","PC","ES64",2017,14.8
"PC_Y65_MAX","PC","ES64",2017,10.2
"OLDDEP1","PC","ES64",2018,16
"OLDDEP2","PC","ES64",2018,28.5
"PC_FM","PC","ES64",2018,97.9
"PC_Y60_MAX","PC","ES64",2018,15.3
"PC_Y65_MAX","PC","ES64",2018,10.5
"OLDDEP1","PC","ES7",2017,22.1
"OLDDEP2","PC","ES7",2017,35.2
"PC_FM","PC","ES7",2017,101.3
"PC_Y60_MAX","PC","ES7",2017,21.1
"PC_Y65_MAX","PC","ES7",2017,15.6
"OLDDEP1","PC","ES7",2018,22.6
"OLDDEP2","PC","ES7",2018,36.1
"PC_FM","PC","ES7",2018,101.5
"PC_Y60_MAX","PC","ES7",2018,21.6
"PC_Y65_MAX","PC","ES7",2018,16
"OLDDEP1","PC","ES70",2017,22.1
"OLDDEP2","PC","ES70",2017,35.2
"PC_FM","PC","ES70",2017,101.3
"PC_Y60_MAX","PC","ES70",2017,21.1
"PC_Y65_MAX","PC","ES70",2017,15.6
"OLDDEP1","PC","ES70",2018,22.6
"OLDDEP2","PC","ES70",2018,36.1
"PC_FM","PC","ES70",2018,101.5
"PC_Y60_MAX","PC","ES70",2018,21.6
"PC_Y65_MAX","PC","ES70",2018,16
"OLDDEP1","PC","FI",2017,33.2
"OLDDEP2","PC","FI",2017,54.6
"PC_FM","PC","FI",2017,102.9
"PC_Y60_MAX","PC","FI",2017,27.7
"PC_Y65_MAX","PC","FI",2017,20.9
"OLDDEP1","PC","FI",2018,34.2
"OLDDEP2","PC","FI",2018,55.6
"PC_FM","PC","FI",2018,102.8
"PC_Y60_MAX","PC","FI",2018,28.1
"PC_Y65_MAX","PC","FI",2018,21.4
"OLDDEP1","PC","FI1",2017,33.2
"OLDDEP2","PC","FI1",2017,54.6
"PC_FM","PC","FI1",2017,102.9
"PC_Y60_MAX","PC","FI1",2017,27.6
"PC_Y65_MAX","PC","FI1",2017,20.9
"OLDDEP1","PC","FI1",2018,34.2
"OLDDEP2","PC","FI1",2018,55.6
"PC_FM","PC","FI1",2018,102.8
"PC_Y60_MAX","PC","FI1",2018,28.1
"PC_Y65_MAX","PC","FI1",2018,21.4
"OLDDEP1","PC","FI19",2017,36.1
